Seccio_censal,Districte,Municipi,Data,Tipus_us,Numero_de_comptadors,Consum_litres_per_dia
0819403001,03,BARCELONA,2023-01-01,Domèstic/Doméstico/Domestic,40,287
0819403001,03,BARCELONA,2023-01-02,Domèstic/Doméstico/Domestic,40,300
0819403001,03,BARCELONA,2023-01-03,Domèstic/Doméstico/Domestic,40,294
0819403001,03,BARCELONA,2023-01-04,Domèstic/Doméstico/Domestic,40,315
0819403001,03,BARCELONA,2023-01-05,Domèstic/Doméstico/Domestic,40,286
0819403001,03,BARCELONA,2023-01-06,Domèstic/Doméstico/Domestic,40,297
0819403001,03,BARCELONA,2023-01-07,Domèstic/Doméstico/Domestic,40,349
0819403001,03,BARCELONA,2023-01-08,Domèstic/Doméstico/Domestic,40,329
0819403001,03,BARCELONA,2023-01-09,Domèstic/Doméstico/Domestic,40,295
0819403001,03,BARCELONA,2023-01-10,Domèstic/Doméstico/Domestic,40,280
0819403001,03,BARCELONA,2023-01-11,Domèstic/Doméstico/Domestic,40,282
0819403001,03,BARCELONA,2023-01-12,Domèstic/Doméstico/Domestic,40,260
0819403001,03,BARCELONA,2023-01-13,Domèstic/Doméstico/Domestic,40,237
0819403001,03,BARCELONA,2023-01-14,Domèstic/Doméstico/Domestic,40,268
0819403001,03,BARCELONA,2023-01-15,Domèstic/Doméstico/Domestic,40,281
0819403001,03,BARCELONA,2023-01-16,Domèstic/Doméstico/Domestic,40,266
0819403001,03,BARCELONA,2023-01-17,Domèstic/Doméstico/Domestic,40,265
0819403001,03,BARCELONA,2023-01-18,Domèstic/Doméstico/Domestic,40,288
0819403001,03,BARCELONA,2023-01-19,Domèstic/Doméstico/Domestic,40,288
0819403001,03,BARCELONA,2023-01-20,Domèstic/Doméstico/Domestic,40,254
0819403001,03,BARCELONA,2023-01-21,Domèstic/Doméstico/Domestic,40,279
0819403001,03,BARCELONA,2023-01-22,Domèstic/Doméstico/Domestic,40,302
0819403001,03,BARCELONA,2023-01-23,Domèstic/Doméstico/Domestic,40,288
0819403001,03,BARCELONA,2023-01-24,Domèstic/Doméstico/Domestic,40,251
0819403001,03,BARCELONA,2023-01-25,Domèstic/Doméstico/Domestic,40,272
0819403001,03,BARCELONA,2023-01-26,Domèstic/Doméstico/Domestic,40,258
0819403001,03,BARCELONA,2023-01-27,Domèstic/Doméstico/Domestic,40,270
0819403001,03,BARCELONA,2023-01-28,Domèstic/Doméstico/Domestic,40,267
0819403001,03,BARCELONA,2023-01-29,Domèstic/Doméstico/Domestic,40,286
0819403001,03,BARCELONA,2023-01-30,Domèstic/Doméstico/Domestic,40,298
0819403001,03,BARCELONA,2023-01-31,Domèstic/Doméstico/Domestic,40,239
0819403001,03,BARCELONA,2023-02-01,Domèstic/Doméstico/Domestic,40,251
0819403001,03,BARCELONA,2023-02-02,Domèstic/Doméstico/Domestic,40,264
0819403001,03,BARCELONA,2023-02-03,Domèstic/Doméstico/Domestic,40,248
0819403001,03,BARCELONA,2023-02-04,Domèstic/Doméstico/Domestic,40,291
0819403001,03,BARCELONA,2023-02-05,Domèstic/Doméstico/Domestic,40,309
0819403001,03,BARCELONA,2023-02-06,Domèstic/Doméstico/Domestic,40,270
0819403001,03,BARCELONA,2023-02-07,Domèstic/Doméstico/Domestic,40,255
0819403001,03,BARCELONA,2023-02-08,Domèstic/Doméstico/Domestic,40,322
0819403001,03,BARCELONA,2023-02-09,Domèstic/Doméstico/Domestic,40,283
0819403001,03,BARCELONA,2023-02-10,Domèstic/Doméstico/Domestic,40,265
0819403001,03,BARCELONA,2023-02-11,Domèstic/Doméstico/Domestic,40,319
0819403001,03,BARCELONA,2023-02-12,Domèstic/Doméstico/Domestic,40,317
0819403001,03,BARCELONA,2023-02-13,Domèstic/Doméstico/Domestic,40,295
0819403001,03,BARCELONA,2023-02-14,Domèstic/Doméstico/Domestic,40,265
0819403001,03,BARCELONA,2023-02-15,Domèstic/Doméstico/Domestic,40,270
0819403001,03,BARCELONA,2023-02-16,Domèstic/Doméstico/Domestic,40,276
0819403001,03,BARCELONA,2023-02-17,Domèstic/Doméstico/Domestic,40,278
0819403001,03,BARCELONA,2023-02-18,Domèstic/Doméstico/Domestic,40,311
0819403001,03,BARCELONA,2023-02-19,Domèstic/Doméstico/Domestic,40,332
0819403001,03,BARCELONA,2023-02-20,Domèstic/Doméstico/Domestic,40,295
0819403001,03,BARCELONA,2023-02-21,Domèstic/Doméstico/Domestic,40,262
0819403001,03,BARCELONA,2023-02-22,Domèstic/Doméstico/Domestic,40,295
0819403001,03,BARCELONA,2023-02-23,Domèstic/Doméstico/Domestic,40,247
0819403001,03,BARCELONA,2023-02-24,Domèstic/Doméstico/Domestic,40,279
0819403001,03,BARCELONA,2023-02-25,Domèstic/Doméstico/Domestic,40,281
0819403001,03,BARCELONA,2023-02-26,Domèstic/Doméstico/Domestic,40,311
0819403001,03,BARCELONA,2023-02-27,Domèstic/Doméstico/Domestic,40,283
0819403001,03,BARCELONA,2023-02-28,Domèstic/Doméstico/Domestic,40,274
0819403001,03,BARCELONA,2023-03-01,Domèstic/Doméstico/Domestic,40,275
0819403001,03,BARCELONA,2023-03-02,Domèstic/Doméstico/Domestic,40,332
0819403001,03,BARCELONA,2023-03-03,Domèstic/Doméstico/Domestic,40,270
0819403001,03,BARCELONA,2023-03-04,Domèstic/Doméstico/Domestic,40,305
0819403001,03,BARCELONA,2023-03-05,Domèstic/Doméstico/Domestic,40,322
0819403001,03,BARCELONA,2023-03-06,Domèstic/Doméstico/Domestic,40,286
0819403001,03,BARCELONA,2023-03-07,Domèstic/Doméstico/Domestic,40,270
0819403001,03,BARCELONA,2023-03-08,Domèstic/Doméstico/Domestic,40,273
0819403001,03,BARCELONA,2023-03-09,Domèstic/Doméstico/Domestic,40,266
0819403001,03,BARCELONA,2023-03-10,Domèstic/Doméstico/Domestic,40,272
0819403001,03,BARCELONA,2023-03-11,Domèstic/Doméstico/Domestic,40,293
0819403001,03,BARCELONA,2023-03-12,Domèstic/Doméstico/Domestic,40,286
0819403001,03,BARCELONA,2023-03-13,Domèstic/Doméstico/Domestic,40,263
0819403001,03,BARCELONA,2023-03-14,Domèstic/Doméstico/Domestic,40,277
0819403001,03,BARCELONA,2023-03-15,Domèstic/Doméstico/Domestic,40,272
0819403001,03,BARCELONA,2023-03-16,Domèstic/Doméstico/Domestic,40,262
0819403001,03,BARCELONA,2023-03-17,Domèstic/Doméstico/Domestic,40,294
0819403001,03,BARCELONA,2023-03-18,Domèstic/Doméstico/Domestic,40,254
0819403001,03,BARCELONA,2023-03-19,Domèstic/Doméstico/Domestic,40,309
0819403001,03,BARCELONA,2023-03-20,Domèstic/Doméstico/Domestic,40,297
0819403001,03,BARCELONA,2023-03-21,Domèstic/Doméstico/Domestic,40,294
0819403001,03,BARCELONA,2023-03-22,Domèstic/Doméstico/Domestic,40,245
0819403001,03,BARCELONA,2023-03-23,Domèstic/Doméstico/Domestic,40,288
0819403001,03,BARCELONA,2023-03-24,Domèstic/Doméstico/Domestic,40,258
0819403001,03,BARCELONA,2023-03-25,Domèstic/Doméstico/Domestic,40,293
0819403001,03,BARCELONA,2023-03-26,Domèstic/Doméstico/Domestic,40,287
0819403001,03,BARCELONA,2023-03-27,Domèstic/Doméstico/Domestic,40,301
0819403001,03,BARCELONA,2023-03-28,Domèstic/Doméstico/Domestic,40,283
0819403001,03,BARCELONA,2023-03-29,Domèstic/Doméstico/Domestic,40,305
0819403001,03,BARCELONA,2023-03-30,Domèstic/Doméstico/Domestic,40,269
0819403001,03,BARCELONA,2023-03-31,Domèstic/Doméstico/Domestic,40,245
0819403001,03,BARCELONA,2023-04-01,Domèstic/Doméstico/Domestic,40,303
0819403001,03,BARCELONA,2023-04-02,Domèstic/Doméstico/Domestic,40,265
0819403001,03,BARCELONA,2023-04-03,Domèstic/Doméstico/Domestic,40,262
0819403001,03,BARCELONA,2023-04-04,Domèstic/Doméstico/Domestic,40,270
0819403001,03,BARCELONA,2023-04-05,Domèstic/Doméstico/Domestic,40,279
0819403001,03,BARCELONA,2023-04-06,Domèstic/Doméstico/Domestic,40,268
0819403001,03,BARCELONA,2023-04-07,Domèstic/Doméstico/Domestic,40,278
0819403001,03,BARCELONA,2023-04-08,Domèstic/Doméstico/Domestic,40,277
0819403001,03,BARCELONA,2023-04-09,Domèstic/Doméstico/Domestic,40,299
0819403001,03,BARCELONA,2023-04-10,Domèstic/Doméstico/Domestic,40,299
0819403001,03,BARCELONA,2023-04-11,Domèstic/Doméstico/Domestic,40,283
0819403001,03,BARCELONA,2023-04-12,Domèstic/Doméstico/Domestic,40,297
0819403001,03,BARCELONA,2023-04-13,Domèstic/Doméstico/Domestic,40,287
0819403001,03,BARCELONA,2023-04-14,Domèstic/Doméstico/Domestic,40,248
0819403001,03,BARCELONA,2023-04-15,Domèstic/Doméstico/Domestic,40,299
0819403001,03,BARCELONA,2023-04-16,Domèstic/Doméstico/Domestic,40,324
0819403001,03,BARCELONA,2023-04-17,Domèstic/Doméstico/Domestic,40,273
0819403001,03,BARCELONA,2023-04-18,Domèstic/Doméstico/Domestic,40,255
0819403001,03,BARCELONA,2023-04-19,Domèstic/Doméstico/Domestic,40,278
0819403001,03,BARCELONA,2023-04-20,Domèstic/Doméstico/Domestic,40,279
0819403001,03,BARCELONA,2023-04-21,Domèstic/Doméstico/Domestic,40,276
0819403001,03,BARCELONA,2023-04-22,Domèstic/Doméstico/Domestic,40,325
0819403001,03,BARCELONA,2023-04-23,Domèstic/Doméstico/Domestic,40,306
0819403001,03,BARCELONA,2023-04-24,Domèstic/Doméstico/Domestic,40,269
0819403001,03,BARCELONA,2023-04-25,Domèstic/Doméstico/Domestic,40,294
0819403001,03,BARCELONA,2023-04-26,Domèstic/Doméstico/Domestic,40,315
0819403001,03,BARCELONA,2023-04-27,Domèstic/Doméstico/Domestic,40,282
0819403001,03,BARCELONA,2023-04-28,Domèstic/Doméstico/Domestic,40,245
0819403001,03,BARCELONA,2023-04-29,Domèstic/Doméstico/Domestic,40,273
0819403001,03,BARCELONA,2023-04-30,Domèstic/Doméstico/Domestic,40,267
0819403001,03,BARCELONA,2023-05-01,Domèstic/Doméstico/Domestic,40,290
0819403001,03,BARCELONA,2023-05-02,Domèstic/Doméstico/Domestic,40,284
0819403001,03,BARCELONA,2023-05-03,Domèstic/Doméstico/Domestic,40,289
0819403001,03,BARCELONA,2023-05-04,Domèstic/Doméstico/Domestic,40,252
0819403001,03,BARCELONA,2023-05-05,Domèstic/Doméstico/Domestic,40,276
0819403001,03,BARCELONA,2023-05-06,Domèstic/Doméstico/Domestic,40,294
0819403001,03,BARCELONA,2023-05-07,Domèstic/Doméstico/Domestic,40,287
0819403001,03,BARCELONA,2023-05-08,Domèstic/Doméstico/Domestic,40,267
0819403001,03,BARCELONA,2023-05-09,Domèstic/Doméstico/Domestic,40,222
0819403001,03,BARCELONA,2023-05-10,Domèstic/Doméstico/Domestic,40,252
0819403001,03,BARCELONA,2023-05-11,Domèstic/Doméstico/Domestic,40,262
0819403001,03,BARCELONA,2023-05-12,Domèstic/Doméstico/Domestic,40,259
0819403001,03,BARCELONA,2023-05-13,Domèstic/Doméstico/Domestic,40,274
0819403001,03,BARCELONA,2023-05-14,Domèstic/Doméstico/Domestic,40,264
0819403001,03,BARCELONA,2023-05-15,Domèstic/Doméstico/Domestic,40,308
0819403001,03,BARCELONA,2023-05-16,Domèstic/Doméstico/Domestic,40,242
0819403001,03,BARCELONA,2023-05-17,Domèstic/Doméstico/Domestic,40,328
0819403001,03,BARCELONA,2023-05-18,Domèstic/Doméstico/Domestic,40,256
0819403001,03,BARCELONA,2023-05-19,Domèstic/Doméstico/Domestic,40,216
0819403001,03,BARCELONA,2023-05-20,Domèstic/Doméstico/Domestic,40,258
0819403001,03,BARCELONA,2023-05-21,Domèstic/Doméstico/Domestic,40,291
0819403001,03,BARCELONA,2023-05-22,Domèstic/Doméstico/Domestic,40,264
0819403001,03,BARCELONA,2023-05-23,Domèstic/Doméstico/Domestic,40,244
0819403001,03,BARCELONA,2023-05-24,Domèstic/Doméstico/Domestic,40,251
0819403001,03,BARCELONA,2023-05-25,Domèstic/Doméstico/Domestic,40,288
0819403001,03,BARCELONA,2023-05-26,Domèstic/Doméstico/Domestic,40,265
0819403001,03,BARCELONA,2023-05-27,Domèstic/Doméstico/Domestic,40,258
0819403001,03,BARCELONA,2023-05-28,Domèstic/Doméstico/Domestic,40,277
0819403001,03,BARCELONA,2023-05-29,Domèstic/Doméstico/Domestic,40,295
0819403001,03,BARCELONA,2023-05-30,Domèstic/Doméstico/Domestic,40,262
0819403001,03,BARCELONA,2023-05-31,Domèstic/Doméstico/Domestic,40,287
0819403001,03,BARCELONA,2023-06-01,Domèstic/Doméstico/Domestic,40,241
0819403001,03,BARCELONA,2023-06-02,Domèstic/Doméstico/Domestic,40,252
0819403001,03,BARCELONA,2023-06-03,Domèstic/Doméstico/Domestic,40,260
0819403001,03,BARCELONA,2023-06-04,Domèstic/Doméstico/Domestic,40,265
0819403001,03,BARCELONA,2023-06-05,Domèstic/Doméstico/Domestic,40,298
0819403001,03,BARCELONA,2023-06-06,Domèstic/Doméstico/Domestic,40,254
0819403001,03,BARCELONA,2023-06-07,Domèstic/Doméstico/Domestic,40,284
0819403001,03,BARCELONA,2023-06-08,Domèstic/Doméstico/Domestic,40,240
0819403001,03,BARCELONA,2023-06-09,Domèstic/Doméstico/Domestic,40,252
0819403001,03,BARCELONA,2023-06-10,Domèstic/Doméstico/Domestic,40,275
0819403001,03,BARCELONA,2023-06-11,Domèstic/Doméstico/Domestic,40,271
0819403001,03,BARCELONA,2023-06-12,Domèstic/Doméstico/Domestic,41,273
0819403001,03,BARCELONA,2023-06-13,Domèstic/Doméstico/Domestic,41,255
0819403001,03,BARCELONA,2023-06-14,Domèstic/Doméstico/Domestic,41,324
0819403001,03,BARCELONA,2023-06-15,Domèstic/Doméstico/Domestic,41,245
0819403001,03,BARCELONA,2023-06-16,Domèstic/Doméstico/Domestic,41,268
0819403001,03,BARCELONA,2023-06-17,Domèstic/Doméstico/Domestic,41,274
0819403001,03,BARCELONA,2023-06-18,Domèstic/Doméstico/Domestic,41,311
0819403001,03,BARCELONA,2023-06-19,Domèstic/Doméstico/Domestic,41,256
0819403001,03,BARCELONA,2023-06-20,Domèstic/Doméstico/Domestic,41,300
0819403001,03,BARCELONA,2023-06-21,Domèstic/Doméstico/Domestic,41,290
0819403001,03,BARCELONA,2023-06-22,Domèstic/Doméstico/Domestic,41,263
0819403001,03,BARCELONA,2023-06-23,Domèstic/Doméstico/Domestic,41,275
0819403001,03,BARCELONA,2023-06-24,Domèstic/Doméstico/Domestic,41,265
0819403001,03,BARCELONA,2023-06-25,Domèstic/Doméstico/Domestic,41,300
0819403001,03,BARCELONA,2023-06-26,Domèstic/Doméstico/Domestic,41,277
0819403001,03,BARCELONA,2023-06-27,Domèstic/Doméstico/Domestic,41,261
0819403001,03,BARCELONA,2023-06-28,Domèstic/Doméstico/Domestic,41,284
0819403001,03,BARCELONA,2023-06-29,Domèstic/Doméstico/Domestic,41,272
0819403001,03,BARCELONA,2023-06-30,Domèstic/Doméstico/Domestic,41,259
0819403001,03,BARCELONA,2023-07-01,Domèstic/Doméstico/Domestic,41,232
0819403001,03,BARCELONA,2023-07-02,Domèstic/Doméstico/Domestic,41,305
0819403001,03,BARCELONA,2023-07-03,Domèstic/Doméstico/Domestic,41,270
0819403001,03,BARCELONA,2023-07-04,Domèstic/Doméstico/Domestic,41,267
0819403001,03,BARCELONA,2023-07-05,Domèstic/Doméstico/Domestic,41,253
0819403001,03,BARCELONA,2023-07-06,Domèstic/Doméstico/Domestic,41,248
0819403001,03,BARCELONA,2023-07-07,Domèstic/Doméstico/Domestic,41,254
0819403001,03,BARCELONA,2023-07-08,Domèstic/Doméstico/Domestic,41,252
0819403001,03,BARCELONA,2023-07-09,Domèstic/Doméstico/Domestic,41,279
0819403001,03,BARCELONA,2023-07-10,Domèstic/Doméstico/Domestic,41,300
0819403001,03,BARCELONA,2023-07-11,Domèstic/Doméstico/Domestic,41,302
0819403001,03,BARCELONA,2023-07-12,Domèstic/Doméstico/Domestic,41,270
0819403001,03,BARCELONA,2023-07-13,Domèstic/Doméstico/Domestic,41,272
0819403001,03,BARCELONA,2023-07-14,Domèstic/Doméstico/Domestic,41,264
0819403001,03,BARCELONA,2023-07-15,Domèstic/Doméstico/Domestic,41,287
